source_id,clip_id,fencer,action,start_frame,end_frame
6,6_Right.mp4,LEFT,DEFENSE_PARRY_5,29,34
6,6_Right.mp4,LEFT,ATTACK_RIPOSTE,35,39
6,6_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,8,26
6,6_Right.mp4,RIGHT,ATTACK_COUNTER,29,34
6,7_Left.mp4,LEFT,ATTACK_LUNGE,18,25
6,7_Left.mp4,LEFT,DEFENSE_POINT_IN_LINE,44,78
6,7_Left.mp4,LEFT,DEFENSE_POINT_IN_LINE,91,130
6,7_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,21,38
6,7_Left.mp4,RIGHT,ATTACK_BEAT,68,73
6,7_Left.mp4,RIGHT,ATTACK_LUNGE,121,128
6,8_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,19,25
6,8_Right.mp4,RIGHT,ATTACK_LUNGE,16,24
6,9_Left.mp4,LEFT,ATTACK_LUNGE,22,25
6,9_Left.mp4,LEFT,DEFENSE_PARRY_5,26,31
6,9_Left.mp4,RIGHT,ATTACK_LUNGE,20,27
6,9_Left.mp4,RIGHT,ATTACK_COUNTER,38,44
6,10_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,24,40
6,10_Right.mp4,LEFT,ATTACK_BEAT,47,51
6,10_Right.mp4,LEFT,ATTACK_BEAT,100,103
6,10_Right.mp4,LEFT,ATTACK_LUNGE,163,172
6,10_Right.mp4,RIGHT,ATTACK_LUNGE,19,25
6,10_Right.mp4,RIGHT,DEFENSE_POINT_IN_LINE,55,65
6,10_Right.mp4,RIGHT,ATTACK_STOP_CUT,66,73
6,10_Right.mp4,RIGHT,DEFENSE_POINT_IN_LINE,90,105
6,10_Right.mp4,RIGHT,ATTACK_STOP_CUT,131,135
6,10_Right.mp4,RIGHT,ATTACK_FEINT,150,153
6,10_Right.mp4,RIGHT,ATTACK_FEINT,159,162
6,10_Right.mp4,RIGHT,DEFENSE_PARRY_5,163,172
6,10_Right.mp4,RIGHT,ATTACK_RIPOSTE,173,183
6,11_Left.mp4,LEFT,ATTACK_LUNGE,18,25
6,11_Left.mp4,RIGHT,ATTACK_LUNGE,20,25
6,12_Right.mp4,LEFT,ATTACK_LUNGE,24,30
6,12_Right.mp4,RIGHT,ATTACK_LUNGE,21,29
6,13_Right.mp4,LEFT,ATTACK_LUNGE,23,29
6,13_Right.mp4,LEFT,ATTACK_STOP_CUT,43,48
6,13_Right.mp4,LEFT,DEFENSE_POINT_IN_LINE,61,100
6,13_Right.mp4,LEFT,ATTACK_STOP_CUT,105,115
6,13_Right.mp4,RIGHT,ATTACK_BEAT,85,89
6,13_Right.mp4,RIGHT,ATTACK_LUNGE,113,119
6,14_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,14,41
6,14_Right.mp4,RIGHT,ATTACK_LUNGE,25,32
6,15_Right.mp4,LEFT,ATTACK_STOP_CUT,30,35
6,15_Right.mp4,RIGHT,ATTACK_STEP_CUT,44,47
6,16_Left.mp4,LEFT,ATTACK_LUNGE,24,29
6,17_Left.mp4,LEFT,ATTACK_LUNGE,19,24
6,17_Left.mp4,RIGHT,ATTACK_LUNGE,19,24
6,18_Right.mp4,LEFT,ATTACK_LUNGE,18,24
6,18_Right.mp4,RIGHT,DEFENSE_PARRY_5,20,24
6,18_Right.mp4,RIGHT,ATTACK_RIPOSTE,25,29
6,19_Left.mp4,LEFT,ATTACK_LUNGE,25,31
6,20_Right.mp4,LEFT,ATTACK_BEAT,60,65
6,20_Right.mp4,LEFT,ATTACK_BEAT,143,150
6,20_Right.mp4,LEFT,ATTACK_LUNGE,165,171
6,20_Right.mp4,RIGHT,ATTACK_LUNGE,32,39
6,20_Right.mp4,RIGHT,DEFENSE_POINT_IN_LINE,60,66
6,20_Right.mp4,RIGHT,DEFENSE_POINT_IN_LINE,76,152
6,20_Right.mp4,RIGHT,ATTACK_STEP_CUT,165,171
6,21_Right.mp4,LEFT,ATTACK_LUNGE,25,29
6,21_Right.mp4,RIGHT,DEFENSE_PARRY_2,26,31
6,21_Right.mp4,RIGHT,ATTACK_RIPOSTE,32,35
6,22_Right.mp4,LEFT,ATTACK_LUNGE,20,24
6,22_Right.mp4,RIGHT,ATTACK_LUNGE,17,22
6,23_Left.mp4,LEFT,ATTACK_LUNGE,21,26
6,23_Left.mp4,RIGHT,ATTACK_LUNGE,22,28
6,24_Right.mp4,LEFT,ATTACK_STEP_CUT,31,35
6,24_Right.mp4,RIGHT,ATTACK_LUNGE,25,32
6,25_Right.mp4,LEFT,ATTACK_LUNGE,30,34
6,25_Right.mp4,RIGHT,ATTACK_LUNGE,29,35
